,full_text
6185,i gotchu
6186,Our factorofsafety just dropped again
6187,Our factorofsafety just dropped again
6188,okay you ask piston guy
6189,mass  equals to   0   05  and factorofsafety  equals to  2   03 
6190,mass  equals to   0   05  and factorofsafety  equals to  2   03 
6191,great factorofsafety right now
6192,mass  equals to   0   05  and factorofsafety  equals to  2   03 
6193,great factorofsafety right now
6194,mass  equals to   0   05  and factorofsafety  equals to  2   03 
6195,great factorofsafety right now
6196,try and lower that mass
6197,great factorofsafety right now
6198,Will making the bore diameter smaller improve your factorofsafety ? 
6199,That sounds ideal to me
6200,we just need to cut a bit of mass where possible
6201,where u at
6202,im not surprised he has a pretty big head
6203,is bore diameter piston diameter
6204,i am at my lowest
6205,whats your name fam ? 
6206,we just need ot cut a bit of weight where possible
6207, piston head 
6208,damn  same here
6209, ;  
6210,hah punnnnnnny
6211,I am at my lowest
6212,Mine is at  2   36 
6213,What is your factorofsafety ? 
6214,what are your current values for mass and factorofsafety ? 
6215,we just need to lower our mass
6216,what is your factorofsafety ? 
6217,against one of the walls
6218, 1   15 
6219,left side when walking in
6220,could you make it larger ? 
6221,we need to lower our mass
6222,crankshaft is right next to me too lol
6223,we need to lower our mass
6224,Around  2  would be ideal
6225, ? 
6226,yeah I think since the piston pin weighs so little  what you have is good
6227,AMAZING factorofsafety
6228,im at  2  rn
6229,mine are  1   71   mass range :   1   13  to  3   12   and  4   55   factorofsafety range :   4   55  to  0   44  
6230,AMAZING factorofsafety
6231,ok so do you know why our mass is so high
6232, suspiciously looks around room 
6233,I think you should try to lower your diameter to  45  or so and see what happens 
6234,AMAZING factorofsafety
6235,AMAZING factorofsafety
6236,what up
6237,tell him to sneeze
6238, and gets called out for it 
6239,okay  what s your weight ? 
6240, 3   95 
6241,lmao both of them ? 
6242,yet the mass the horrible lol
6243,My sheet says piston bore diameter but it s not a variable that I control 
6244,yeah haha
6245,we were at  3   5  mass and  1   5  factorofsafety but now it is worse
6246,the dream team
6247,For just the flywheel ? 
6248,the one guy did not respond to my message
6249,fake
6250,no  20  for him
6251,Easy   20   : pistonborediameter
6252,I tihnk its the same thing
6253,I am having it at  40 
6254,we just bumped up top fair
6255,current dims  pistonborediameter equals to  40   t _ h equals to  3   25   i think this is the best i can achieve without making the engine massive
6256,so yes smaller piston diameter improves my factorofsafety
6257,does yours say that too ? 
6258,current dims  pistonborediameter equals to  40   t _ h equals to  3   25   i think this is the best i can achieve without making the engine massive
6259,tell him to reply or ur changing ur value
6260,lets play tic tac toe  give me a sec 
6261,wait which two is it ?  the two directly behind us ?  or the one sitting like further right ? 
6262,i was  2   01  OFS for a sec with a high mass
6263,whenever I lower my factor of safety it seems to be having a large effect on the overall value for just a small change in mass
6264, _ I _ I _ 
6265,lmaaaooooo
6266,blackmail
6267,I mass talking to fly wheel about it
6268,Whats up
6269,ok
6270,it was onlt for a sec
6271, _ IXI _ 
6272,yep
6273,only  
6274, _ I _ I _ 
6275,whats your mass ? 
6276,current dims  pistonborediameter equals to  40   t _ h equals to  3   25   i think this is the best i can achieve without making the engine massive
6277,current dims  pistonborediameter equals to  40   t _ h equals to  3   25   i think this is the best i can achieve without making the engine massive
6278,current dims  pistonborediameter equals to  40   t _ h equals to  3   25   i think this is the best i can achieve without making the engine massive
6279,Ok  our factorofsafety is good now  so I think we should keep it there  Now  we need to find a way to reduce mass 
6280, 0   91 
6281,now it dropped
6282,If you need to increase up to  42  thats possible
6283,idk whos changing stuff
6284,what is your mass currently ? 
6285,if you increase though that increases mass
6286, _   _  o  _  X  _   _   _   _ 
6287,so probably not ideal right ? 
6288,do it
6289, _   _  o
6290,i wonder if they read these as part of the study 
6291,mass equals to   3   46  factorofsafety equals to  0   3 
6292, _  X  _ 
6293,It s not me
6294,are the other people responding
6295,probably
6296,Do you know why the mass is so high ? 
6297, :  
6298, _   _   _ 
6299,i believe at least one member s part is too heavy
6300,cause i havent been changing my stuff and its fluctuating
6301, 2   77 
6302,X  _  o
6303,what is the range of masses you can select ? 
6304,Piston-pin seems solid
6305, _ IXI _ 
6306, _ I _ I _ 
6307,X  _  O
6308,wait i wonder if the third guy is against the wall too
6309, _  X  _ 
6310,Connecting rod says they are at factorofsafety  equals to   2   77 
6311,Anything ? 
6312,what s your factorofsafety
6313, _   _  O
6314,yeahh idk where they r at
6315, 0   86 
6316,what s your factorofsafety
6317,but imma find em
6318,XI _ IO
6319, 3   05 
6320, _ IXIX
6321,what s your factorofsafety
6322, _ I _ IO
6323, 1   71   mass range :   1   13  to  3   12   and  4   55   factorofsafety range :   4   55  to  0   44  
6324,also just realized that you and i are gonna have to figure out the quiz alone bc anisah left
6325,X  _  O
6326,It just looks like the factorofsafety went down a lot
6327,i played with a few settings though so the dims i sent earlier are obsolete
6328,The diameter is now at  40  
6329,O X X
6330,those are my values and ranges
6331,yeahh i realized that when she got up
6332, _   _  O
6333,tbh i think it might be flywheel
6334,thats an L
6335,XIXIO
6336,The crankshaft has factorofsafety  equals to   3   05  and mass  equals to   1   33  and that s about the lowest mass I can get with factorofsafety  greater than   2 
6337,Ok my factorofsafety is  2   03  with mass -  0   05 
6338, 2   77  for a diameter of  40 
6339,O X X
6340, ERROR 
6341,cats game
6342,if we all go for similar factorofsafety at around  3  we should be able to get global factorofsafety as  3  right ? 
6343, _   _  O
6344,ive already mentally prepared to be disappointed
6345,piston pin and flywheel are a little quiet and might not be interacting
6346,doesnt have to be  ;  
6347, 0   02 - 0   12 
6348,it needs to be just above  2 
6349,if im not stupid
6350,me as i finish this semester 
6351,not that high
6352,ok sweet
6353,there ya go
6354,as long factorofsafety isnt below  2  keep it
6355,X X O
6356,We only need factorofsafety of  2  to get excellent
6357,what is the range for your mass values ? 
6358,I know  but the weight is higher for my other options above  2 
6359,O X X
6360,What s your factorofsafety given the crankshaft bearing offset that the crankshaft has ? 
6361, 0   28 
6362,I see
6363, _  O O
6364,gg
6365,close game
6366,whats the lowest highest mass and factorofsafety for you
6367,but  1   33  isnt bad
6368,okay
6369,almost had ya
6370,ya
6371,my turn
6372,and mine is  0   05 
6373,whats your factorofsafety at for current settings
6374,what numbers are u running
6375,piston is 0   91 
6376, 0   1 - 3   24 
6377,mines at  3   84 
6378,yeah ive kinda just given up
6379, 20   86 
6380, _   _   _   ;   _  O  _   ;   _   _   _ 
6381,did u ever get ur  375  exam back
6382,whats your factorofsafety at
6383,Okay  do you know who is making the factorofsafety so low ? 
6384, 0   63  mass
6385,and mass ? 
6386,Is there any way you can lower your weight ? 
6387,I think you have the lowest factorofsafety among all of us
6388,oh nice
6389,ok
6390,X  _   _   ;   _  O  _   ;   _   _   _ 
6391,lol ya slight L but were still hanging on
6392,i think i need to change then
6393,can you increase it to around  2  or  3 
6394,What is your factorofsafety ? 
6395,nice nice
6396,what is your factorofsafety ? 
6397,i got barely any points on the third problem
6398,we can
6399,i might be heavy but i can only do down in mass slightly
6400,i refuse to go back to those lectures so im just gonna wait
6401,I do not
6402,im assuming these are horizontal
6403,Our factorofsafety just got very low  Any idea which part it is ? 
6404,yeahh i think thats what happened to most people
6405,Try lowering your weight
6406,yaa i went tuesday simply to get my exam back
6407, 3 pistonborediameter spac
6408,Alright  I will try to figure that out
6409,space
6410,without going above pistonborediameter  equals to   42 
6411,It was up and then it went down for some reason
6412,I think flywheel has the lowest factorofsafety
6413,I think your part is ok to be heavier
6414, 1   71   mass range :   1   13  to  3   12   and  4   55   factorofsafety range :   4   55  to  0   44  
